id_seller,id_marketplace,Date
60822DE932B44DE98811C21A3640324C,00240243CEF04A928814E09F87D926D7,2020-04-03
60ECC5C12D284DD89A5364D0A118C28C,00240243CEF04A928814E09F87D926D7,2020-04-04
62C14458656F4744B473D84F6AE3E920,00240243CEF04A928814E09F87D926D7,2020-04-05
639542FDF380495CA43A454A3174BECB,00240243CEF04A928814E09F87D926D7,2020-04-06
63D9BD9953F04AAE9A01BF733E363CA9,00240243CEF04A928814E09F87D926D7,2020-04-07
641F133565FC4C9DAF283600946816AD,00240243CEF04A928814E09F87D926D7,2020-04-08
642112C5678B4569A71C5A7FA0160BD6,00240243CEF04A928814E09F87D926D7,2020-04-09
65ED8F569E594D72BEB7AF010210BC94,00240243CEF04A928814E09F87D926D7,2020-04-10
66EE920745F64B5B8F66DFB7E40D9AAF,00240243CEF04A928814E09F87D926D7,2020-04-11
6B35DF93ECF343B4AE8F0BE00AE6B5D8,00240243CEF04A928814E09F87D926D7,2020-04-12
6B9C231E3B0D4A23802997EAD147617B,00240243CEF04A928814E09F87D926D7,2020-04-13
6BE52854E6FA40C88D2BF6989D1D0DE7,00240243CEF04A928814E09F87D926D7,2020-04-14
6E2FCDD433734C309240C48C1B0E1CD7,00240243CEF04A928814E09F87D926D7,2020-04-15
701108BE30C84ECA93AA04A917B7DB0D,00240243CEF04A928814E09F87D926D7,2020-04-16
71E446C099654A57A031B142A242EA52,00240243CEF04A928814E09F87D926D7,2020-04-17
72AE5977B2CD41B6AB5E9D928F7A034A,00240243CEF04A928814E09F87D926D7,2020-04-18
76D9522ADBBF40E3817452F9C07A0251,00240243CEF04A928814E09F87D926D7,2020-04-19
77152F66C1134782B6F658608ABE781A,00240243CEF04A928814E09F87D926D7,2020-04-20
7732F78FA4154B03888667DDAF6577A0,00240243CEF04A928814E09F87D926D7,2020-04-21
7B8E5401993047808C314116864931A0,00240243CEF04A928814E09F87D926D7,2020-04-22
856B9825636D450788CA2687CBEF44FE,00240243CEF04A928814E09F87D926D7,2020-04-23
85BCC98CD5A842588C5A3F07DD208448,00240243CEF04A928814E09F87D926D7,2020-04-24
88736697E0844C9F84D7713C575D80E5,00240243CEF04A928814E09F87D926D7,2020-04-25
8898A0E7968F41B7A33756402BC8F213,00240243CEF04A928814E09F87D926D7,2020-04-26
8A8B3CD96BDC44508DC1E102BB119C3C,00240243CEF04A928814E09F87D926D7,2020-04-27
8BA1760C3EF94B92A967D0CFEADF4B5C,00240243CEF04A928814E09F87D926D7,2020-04-28
8D414F2040894B41945E3CA19495E10D,00240243CEF04A928814E09F87D926D7,2020-04-29
8D91CA5A68DC45EF973D66FBE3B425BB,00240243CEF04A928814E09F87D926D7,2020-04-30
8EE304AD941A4805A1E8230CF3D6F770,00240243CEF04A928814E09F87D926D7,2020-05-01
8FA3529690574D4D8DD8D029923B1468,00240243CEF04A928814E09F87D926D7,2020-05-02
911E70E51AE94DACB811AE4C00BFBBA0,00240243CEF04A928814E09F87D926D7,2020-05-03
93FE0E902DFB47C886CE58E8A7BD449C,00240243CEF04A928814E09F87D926D7,2020-05-04
94E2E8F56B964A1BB2878E369A9D595D,00240243CEF04A928814E09F87D926D7,2020-05-05
9502053D7F9341C2B2FD160B9B9B7C72,00240243CEF04A928814E09F87D926D7,2020-05-06
95E0C1D7C24B4E26B17D6781AA8B5E31,00240243CEF04A928814E09F87D926D7,2020-05-07
9699E74842F74A46ABA41B601F3EA2E4,00240243CEF04A928814E09F87D926D7,2020-05-08
98634BAD7D784E07AC95DEE4DAB8F2FE,00240243CEF04A928814E09F87D926D7,2020-05-09
99F6E6D0F70F498D882ED5A46CFAB1EE,00240243CEF04A928814E09F87D926D7,2020-05-10
9BFA4090EB484322B4D1F4FC808F2C82,00240243CEF04A928814E09F87D926D7,2020-05-11
9C43318B8D22471192E75CD1579B3BFA,00240243CEF04A928814E09F87D926D7,2020-05-12
9F0803D758B04339B190EF74E7549624,00240243CEF04A928814E09F87D926D7,2020-05-13
9FE5A7174FDD482C898D6E99C5C8CE72,00240243CEF04A928814E09F87D926D7,2020-05-14
A37C123EEC9249D88F11B8DE06B3FC25,00240243CEF04A928814E09F87D926D7,2020-05-15
A99F1002D4E04B45A4CC03C11D921D88,00240243CEF04A928814E09F87D926D7,2020-05-16
A9FFC196410246FAB738D56A6797B22D,00240243CEF04A928814E09F87D926D7,2020-05-17
AB1F232C1867494D9C17BC021BF4FB21,00240243CEF04A928814E09F87D926D7,2020-05-18
AB869CEB951A4909A1D3F1556F143218,00240243CEF04A928814E09F87D926D7,2020-05-19
AD16D80385254357ACBDA5916F2E1D2C,00240243CEF04A928814E09F87D926D7,2020-01-14
ADB44AF64D7545BE9ED940A94394A2EF,00240243CEF04A928814E09F87D926D7,2020-01-15
B1646E919F264504AB50806D290B00A8,00240243CEF04A928814E09F87D926D7,2020-01-16
B1A53A73578842D7A578733ACF7812F5,00240243CEF04A928814E09F87D926D7,2020-01-17
B255A7BFE3F84B36A9D5D199A3BBD816,00240243CEF04A928814E09F87D926D7,2020-01-18
B352A0DD136A4120BF58E4A81F9BF59E,00240243CEF04A928814E09F87D926D7,2020-01-19
B6433821C5184C8D88E4E9CC69A2BE5D,00240243CEF04A928814E09F87D926D7,2020-01-20
B9A63A75CDBB42FE8210CD967217FFF8,00240243CEF04A928814E09F87D926D7,2020-01-21
BA830AC2BE864726B9AC35CB54717A73,00240243CEF04A928814E09F87D926D7,2020-01-22
BC71B160D36A495FBA70620E073F4881,00240243CEF04A928814E09F87D926D7,2020-01-23
BCF1B086C48945DA9775605B112951AA,00240243CEF04A928814E09F87D926D7,2020-01-24
BF303B7027244D13BEBB87E05B010AB3,00240243CEF04A928814E09F87D926D7,2020-01-25
BF94F763BCCF422E90226948EA9F5E46,00240243CEF04A928814E09F87D926D7,2020-01-26
C0C6B09501804748AB99C3672D683739,00240243CEF04A928814E09F87D926D7,2020-01-27
C3CC2CC2929844EB93DBA79027A17441,00240243CEF04A928814E09F87D926D7,2020-01-28
C4A1F50EAEA9424FBD024FEA4951FA3B,00240243CEF04A928814E09F87D926D7,2020-01-29
C4A2E507D4FC45F2AB0084F175530EA2,00240243CEF04A928814E09F87D926D7,2020-01-30
C6806E4954BE436B84326E6CFB010B0D,00240243CEF04A928814E09F87D926D7,2020-01-31
C7018DB551294AF883D6773A8A2E3B74,00240243CEF04A928814E09F87D926D7,2020-02-01
CA3E163EFAE3407B870ED853C5BD46BC,00240243CEF04A928814E09F87D926D7,2020-02-02
CC42FFFFF5344A88906FB83D439C3241,00240243CEF04A928814E09F87D926D7,2020-02-03
D01C196148D64C8984E630A7E45A754F,00240243CEF04A928814E09F87D926D7,2020-02-04
D1961A2DEAEF4530BA754468A4875FC3,00240243CEF04A928814E09F87D926D7,2020-02-05
D5C6E7B6D89A4B0297EC76D06D056F30,00240243CEF04A928814E09F87D926D7,2020-02-06
D72BB7D4407E40ABB8FDC7020F12701C,00240243CEF04A928814E09F87D926D7,2020-02-07
D7D90771180E4F64BF001646DC880552,00240243CEF04A928814E09F87D926D7,2020-02-08
D83C6990C6E54A7995D24032707D3BAC,00240243CEF04A928814E09F87D926D7,2020-02-09
DB872F09D8CE4DA281E0F4E0FEAC466A,00240243CEF04A928814E09F87D926D7,2020-02-10
DE733EAF58DF4B98A038746B9F196BCB,00240243CEF04A928814E09F87D926D7,2020-02-11
DE764DAF839746D9B76918EBA8483F98,00240243CEF04A928814E09F87D926D7,2020-02-12
DF0D1AE2BB85401B8C19D58F96441601,00240243CEF04A928814E09F87D926D7,2020-02-13
DF106D7ABC0B496FB0D49D8B8DFC29C2,00240243CEF04A928814E09F87D926D7,2020-02-14
E1654A85ED5A4BC0A034452CF423A97D,00240243CEF04A928814E09F87D926D7,2020-02-15
E1F0DDA39A9A4A769C40BD48EB1B78BE,00240243CEF04A928814E09F87D926D7,2020-02-16
E479DCAFF561434F98468B781CA575EA,00240243CEF04A928814E09F87D926D7,2020-02-17
E557C9723911497AA6F1DCDBCF02D95F,00240243CEF04A928814E09F87D926D7,2020-02-18
E63DADB23AAB49868EED468A99FA3344,00240243CEF04A928814E09F87D926D7,2020-02-19
E74331E8AA7A4E0FBF2AF20D19953FD3,00240243CEF04A928814E09F87D926D7,2020-02-20
E767DB1D618440029B9DE59921E33140,00240243CEF04A928814E09F87D926D7,2020-02-21
E952797F4FD848DC8C53022BC4A8F145,00240243CEF04A928814E09F87D926D7,2020-02-22
ED1C83BF1EDE4A068DB6C5272060BEE7,00240243CEF04A928814E09F87D926D7,2020-02-23
F00B31FFAAED408285300717C2703FE5,00240243CEF04A928814E09F87D926D7,2020-02-24
F6A531C6672D4EE990791D4611D46E74,00240243CEF04A928814E09F87D926D7,2020-02-25
FC2EF91E9DF44B6C9EB1AE4649946DC9,00240243CEF04A928814E09F87D926D7,2020-02-26
FC3D4C3AC342437DBF612E7D18C07895,00240243CEF04A928814E09F87D926D7,2020-02-27
FC55DAF400FC487BBE29B795B6146FCD,00240243CEF04A928814E09F87D926D7,2020-02-28
61F8CAF2AD8045B8AC9FC7F59274C25E,00240243CEF04A928814E09F87D926D7,2020-02-29
E6484568FBD54F7892BF603AE9C682F5,00240243CEF04A928814E09F87D926D7,2020-03-01
3B4FE0676A704A53A8A2B7FC0D9E406C,00240243CEF04A928814E09F87D926D7,2020-03-02
53D9133D664B457F98AC73BE6F25E8AA,00240243CEF04A928814E09F87D926D7,2020-03-03
743BBA7957EB4FDC89AF4EB745B6FD1D,00240243CEF04A928814E09F87D926D7,2020-03-04
12F91ED743814F51B1D7F2524DBF4DD7,00240243CEF04A928814E09F87D926D7,2020-03-05
FC588C497E004661939D3E715410E563,00240243CEF04A928814E09F87D926D7,2020-03-06
FAC73B73E544472A81C584A74237146C,00240243CEF04A928814E09F87D926D7,2020-03-07
28C3B6F8EA774D83BC31DA9D48BAD6F3,00240243CEF04A928814E09F87D926D7,2020-03-08
F88541B6DFA84123B59CA3965C693877,00240243CEF04A928814E09F87D926D7,2020-03-09
868B5B2973D04AFE96A204B7DCD43173,00240243CEF04A928814E09F87D926D7,2020-03-10
B81A4557B1C64A1DB3C216ED295817E0,00240243CEF04A928814E09F87D926D7,2020-03-11
F532148159A04711AAE0949BD1CD7BBB,00240243CEF04A928814E09F87D926D7,2020-03-12
52AA4D76A87046E5BA5E5AB6BADF290D,00240243CEF04A928814E09F87D926D7,2020-03-13
27136D08560B491BA18E56CEBF4DDCBC,00240243CEF04A928814E09F87D926D7,2020-03-14
41E3063168DE43139F6260F944CF6232,00240243CEF04A928814E09F87D926D7,2020-03-15
ADBF382ECF1145EFB2A7FE9321CD1904,00240243CEF04A928814E09F87D926D7,2020-03-16
A74495A09B6A44D7BB08B4CC5C15E15A,00240243CEF04A928814E09F87D926D7,2020-03-17
D1C4D799B8E34AD7BD2CE819ABCE7BAB,00240243CEF04A928814E09F87D926D7,2020-03-18
556FD0E0BCF24882830DC96060F08D48,00240243CEF04A928814E09F87D926D7,2020-03-19
E5C173BED9BD43D9904F0778C01CB9D6,00240243CEF04A928814E09F87D926D7,2020-03-20
63D3CCD7BB3C4F35B94F5B3AD3A9C042,00240243CEF04A928814E09F87D926D7,2020-03-21
588C2C3A9B994CC88771E8E16E604BFD,00240243CEF04A928814E09F87D926D7,2020-03-22
98FC1CCE7DA5403BA009BA4249E087C5,00240243CEF04A928814E09F87D926D7,2020-03-23
EBC4F5A42EC043A0B3CD43623642DE1F,00240243CEF04A928814E09F87D926D7,2020-03-24
52A6036135594D0191CFEE7CC3C6F0A6,00240243CEF04A928814E09F87D926D7,2020-03-25
F6BBA4D71E5B448382EC019ACF7C8315,00240243CEF04A928814E09F87D926D7,2020-03-26
0DD897D5583847659A5E30B7646DB428,00240243CEF04A928814E09F87D926D7,2020-03-27
AA531CF3143E41669070B7955BC37FB1,00240243CEF04A928814E09F87D926D7,2020-03-28
C8B075EA32F64B22A22D7826819AE94A,00240243CEF04A928814E09F87D926D7,2020-03-29
EE8628FF2C2041C19B1B49E699C540BB,00240243CEF04A928814E09F87D926D7,2020-03-30
3F89072D674144F6BBB08F10EF4B8C4C,00240243CEF04A928814E09F87D926D7,2020-03-31
24DFFF5C46EA470EACC2D77839235025,00240243CEF04A928814E09F87D926D7,2020-04-01
F119711480C24ADB95D28FE785EE34B9,00240243CEF04A928814E09F87D926D7,2020-04-02
0ED277D74A72433CAB6DD33831723852,00240243CEF04A928814E09F87D926D7,2020-04-03
C5D1BE735C164A7FB0FBD4F639078185,00240243CEF04A928814E09F87D926D7,2020-04-04
F849B9494454475C8BB632383B0EC2AB,00240243CEF04A928814E09F87D926D7,2020-04-05
9D4AF4112EE642CAA0A0C5A3EA7BF564,00240243CEF04A928814E09F87D926D7,2020-04-06
A72E75FA223542E1A571EA1B96612E30,00240243CEF04A928814E09F87D926D7,2020-04-07
4E424C9708FB45B9BFFFCEB90F54E210,00240243CEF04A928814E09F87D926D7,2020-04-08
9B49959D6A0648A7B01A07953215ADA4,00240243CEF04A928814E09F87D926D7,2020-04-09
12FF25EAC2044A278BA64ECE6641432B,00240243CEF04A928814E09F87D926D7,2020-04-10
E3D325D1CA594C3C9B7C2D4E0506DA8C,00240243CEF04A928814E09F87D926D7,2020-04-11
B9AF6B2755CC4CFA8D6557C63BD96673,00240243CEF04A928814E09F87D926D7,2020-04-12
8596870F1A034EC79EAE1BFB1F58A69C,00240243CEF04A928814E09F87D926D7,2020-04-13
B8657E8A86F649258FA82EF6EC71C83A,00240243CEF04A928814E09F87D926D7,2020-04-14
67D7A987F390438D954BE9883FFC83D8,00240243CEF04A928814E09F87D926D7,2020-04-15
498F09605EA542D69CA28EE1110E31B0,00240243CEF04A928814E09F87D926D7,2020-04-16
1FEE72017149465D9749C7D95C4307D0,00240243CEF04A928814E09F87D926D7,2020-04-17
84F044378C19481ABE97593F401CAAED,00240243CEF04A928814E09F87D926D7,2020-04-18
3B0291E19E6E46EEA102903AC0D002DA,00240243CEF04A928814E09F87D926D7,2020-04-19
DDDC66E547584BD4A12EADFEEB0FDE2E,00240243CEF04A928814E09F87D926D7,2020-04-20
2E41ABD527F6463DB74991798C28267E,00240243CEF04A928814E09F87D926D7,2020-04-21
F92D3CDCB99F43BAB272642AA25760FC,00240243CEF04A928814E09F87D926D7,2020-04-22
086DAD75A72042DAB411D4EEA3960644,00240243CEF04A928814E09F87D926D7,2020-04-23
F67AB4BBCD0B4ABF9074F75AE3B3B91E,00240243CEF04A928814E09F87D926D7,2020-04-24
D3A9283DAA7C474E83048D217198391B,00240243CEF04A928814E09F87D926D7,2020-04-25
109ADA51B612432ABF8AB7FFB76AB6BC,00240243CEF04A928814E09F87D926D7,2020-04-26
C420948E27AA41ADBFFC5E8ED7AAF350,00240243CEF04A928814E09F87D926D7,2020-04-27
871E7D00CC3546A68EF4CF637ABB250B,00240243CEF04A928814E09F87D926D7,2020-04-28
1ECB5E8681DB4552BBBA94A0AE695D98,00240243CEF04A928814E09F87D926D7,2020-04-29
D48075193721419095166AD5916928A8,00240243CEF04A928814E09F87D926D7,2020-04-30
A462C1AF8EF04C27A119154E90238385,00240243CEF04A928814E09F87D926D7,2020-05-01
5470C6C5FFE7438C9EE23900F45F3083,00240243CEF04A928814E09F87D926D7,2020-05-02
DFC0A6E283C54478B9161F4D44838A3A,00240243CEF04A928814E09F87D926D7,2020-05-03
73AC1B0C19F14175841EEBD4318244CF,00240243CEF04A928814E09F87D926D7,2020-05-04
99CF1235E33943DD833C1E05A8D19517,00240243CEF04A928814E09F87D926D7,2020-05-05
F1A60C13A7374F9F88856576DC4A478D,00240243CEF04A928814E09F87D926D7,2020-05-06
88C1CC108C034C748C24EC38834ED578,00240243CEF04A928814E09F87D926D7,2020-05-07
0B35799D9C0144768CCE8BE2C9942F01,00240243CEF04A928814E09F87D926D7,2020-05-08
D6E99270B11D440C812D605671CC8FA6,00240243CEF04A928814E09F87D926D7,2020-05-09
3C2AB3ECCF8A42B2ADA0C6E7E2B8D0FA,00240243CEF04A928814E09F87D926D7,2020-05-10
83DC671EA5F944E0870D2A3D95AB21D5,00240243CEF04A928814E09F87D926D7,2020-05-11
FB112A3A749740489064055E2B66B8F9,00240243CEF04A928814E09F87D926D7,2020-05-12
43758DF9F71848C4B140BCCF5A5AC359,00240243CEF04A928814E09F87D926D7,2020-05-13
97D1F4EB0ED946F7B611BF579168CF2F,00240243CEF04A928814E09F87D926D7,2020-05-14
C1A9C2C493494B79BCBBB86CDECF9BD2,00240243CEF04A928814E09F87D926D7,2020-05-15
857975C307684AD68587FE23C6D3996F,00240243CEF04A928814E09F87D926D7,2020-05-16
0ED950C8A2424C5F9A4C0174A7569950,00240243CEF04A928814E09F87D926D7,2020-05-17
1196DF34869340DD948163B180633A03,00240243CEF04A928814E09F87D926D7,2020-05-18
EAB6DE340F5B4A67BDFD3A8184F11602,00240243CEF04A928814E09F87D926D7,2020-05-19
2AC23A087D654D81B9C380C6FCD74DAC,00240243CEF04A928814E09F87D926D7,2020-01-14
1172BB829D1D423484C3E96A9DEAB154,00240243CEF04A928814E09F87D926D7,2020-01-15
99F981447BC144CBAE3F1ABCF0AC115C,00240243CEF04A928814E09F87D926D7,2020-01-16
21708DE28BA4402B818AA639E92C0D58,00240243CEF04A928814E09F87D926D7,2020-01-17
6735A4B50FD54BADAB054857B6F2BF34,00240243CEF04A928814E09F87D926D7,2020-01-18
D08143981CD44E41A845E5EE156A70AB,00240243CEF04A928814E09F87D926D7,2020-01-19
2727BBB388D3437EB9718EC892A36529,00240243CEF04A928814E09F87D926D7,2020-01-20
1BE6ABCDB29F4305890493DFE227BCBD,00240243CEF04A928814E09F87D926D7,2020-01-21
FACCC52C551043E4A8B0018B8FAF5D96,00240243CEF04A928814E09F87D926D7,2020-01-22
4EE808584AE8468AAAC0791ECF473985,00240243CEF04A928814E09F87D926D7,2020-01-23
3F87019B01734B90A0421D7A7D2B9DB6,00240243CEF04A928814E09F87D926D7,2020-01-24
B8FF98BBE59B42C08D96326C0746C2AD,00240243CEF04A928814E09F87D926D7,2020-01-25
F7465C9A11DB430A9C731655C26D1B8F,00240243CEF04A928814E09F87D926D7,2020-01-26
AEA2684030AB4378A6BC771264B19E7E,00240243CEF04A928814E09F87D926D7,2020-01-27
3781E9F08ADB40FCB89BD4F3EF02CAAE,00240243CEF04A928814E09F87D926D7,2020-01-28
E567242E3BF646999CB1E951543950F6,00240243CEF04A928814E09F87D926D7,2020-01-29
58D8F86A6F6349DC88783EA3C7CBC294,00240243CEF04A928814E09F87D926D7,2020-01-30
2F5510D68FC048CEBF2A8CA028732734,00240243CEF04A928814E09F87D926D7,2020-01-31
B4AAFF435A444F2E90DB7F181669098F,00240243CEF04A928814E09F87D926D7,2020-02-01
535E09F8E2EE4F98A75C28B6DBCDAAE5,00240243CEF04A928814E09F87D926D7,2020-02-02
CF92D9FC1AD647D1885734E7B0CC4541,00240243CEF04A928814E09F87D926D7,2020-02-03
0E56FA57D3DB4F9283E8B656777777AD,00240243CEF04A928814E09F87D926D7,2020-02-04
2241CD1DAB8E423FAD17CC25C5431D19,00240243CEF04A928814E09F87D926D7,2020-02-05
6EC2B10E46AD469D9B51BA0132C5F8A4,00240243CEF04A928814E09F87D926D7,2020-02-06
11CF2C617A094A44AF315DC5BD7C870A,00240243CEF04A928814E09F87D926D7,2020-02-07
3DD305FB1D4A41B192ED5FA9A592F0D0,00240243CEF04A928814E09F87D926D7,2020-02-08
5DD6A593746745709A0D3694F68C0F41,00240243CEF04A928814E09F87D926D7,2020-02-09
95FA236786644411991BAC5FDDF45022,00240243CEF04A928814E09F87D926D7,2020-02-10
23DF21833E98446CB73C993DAC3CF1ED,00240243CEF04A928814E09F87D926D7,2020-02-11
26AACCE5F04D455D9997D8923621E7B4,00240243CEF04A928814E09F87D926D7,2020-02-12
31983A09A76748408DA4657F1F5075A4,00240243CEF04A928814E09F87D926D7,2020-02-13
